title,appeared,type,lastActivity,repos,country
Energy Momentum Equation,1928,equation,1928,0,World
HEIC,2015,binaryDataFormat,2015,0,Italy
Lincos,1961,notation,1961,0,United States
Molecular Query Language,2007,queryLanguage,2007,0,Germany
Semi-Thue,1914,grammarLanguage,1914,0,World
SHRDLU,1968,application,1968,0,World
Superplan,1951,pl,1951,0,Germany
Advice Taker,1958,pl,1958,0,World
BBN-LISP,1960,pl,1960,0,United States
eqn,1974,textMarkup,1974,0,United States
GENSTAT,1968,application,2017,0,United Kingdom
HyperFun,1999,pl,2002,0,Various
Kyma,1986,pl,1986,0,United States
Macintosh Common Lisp,1984,pl,1984,0,United States
Object Definition Language,1991,pl,1991,0,United States
ObjVlisp,1984,pl,1984,0,France
PM2,1989,pl,2005,0,France
Prolog++,1994,pl,1994,0,United Kingdom
FLANG,1988,pl,1988,0,Various
General Activity Simulation Program,1961,pl,1961,0,United States
Iota-and-jot,2001,esolang,2001,0,United States
Little Smalltalk,1987,pl,1987,0,United States
Optimization Programming Language,1999,pl,1999,0,United States
Parasolid,2000,application,2000,0,United States
Shared Dataspace Language,1988,pl,1990,0,World
DAD,2015,pl,2015,0,Canada
Gofer,1994,pl,1994,0,United States
Programming Language for the University of Maryland,1978,pl,2016,0,United States
Interscript,1984,textMarkup,1984,0,United States
ISO 8601,1988,standard,2022,0,Switzerland
Nyquist,1997,pl,1997,0,United States
Rosetta-2,2006,pl,2006,0,United State
Definite clause grammar,1980,grammarLanguage,1980,0,World
Language for Your Remote Instruction by Computer,1966,pl,2003,0,Unknown
ZPL,1993,pl,1993,0,World
Swym,2012,pl,2017,0,Unknown
LOGIN,1986,pl,1986,0,United States
Bistro,1999,pl,1999,0,United States
gfoo,2020,pl,2021,0,Unknown
SMILES arbitrary target specification,1987,textDataFormat,1987,0,World
Moescript,2012,pl,2012,0,China
tridash,2018,pl,2021,0,World
wats,2017,pl,2021,0,World
weebasic,2021,pl,2022,0,Canada
FutureScript,2015,pl,2021,0,Thailand
TextFrame,2008,textMarkup,2021,0,World
Broccoli,2008,pl,2018,0,United States
stacklang,2018,pl,2021,0,World
psyche,2018,pl,2022,0,Japan
Broccoli,2022,esolang,2022,0,France
clox,2020,pl,2022,0,Italy
rlox,2004,pl,2022,0,Italia
Biological Expression Language,2003,textDataFormat,2011,0,United States
datev,2017,pl,2017,0,Germany
dynamo-pm,2013,packageManager,2022,0,United States
eta,2017,pl,2022,0,India
foundry,2013,pl,2013,0,Nigeria
grain,2017,pl,2022,0,United States and United Kingdom and France
habit,2016,pl,2016,0,United States
Linked Markdown,2022,textMarkup,2022,0,World
liquidity,2017,pl,2022,0,France
mypy,2012,pl,2022,0,United Kingdom
NumPad,2022,editor,2022,0,United Kingdom
package-control-pm,2014,packageManager,2022,0,United States
ScriptEase,2001,pl,2001,0,World
tablatal,2017,pl,2017,0,World
Afnix,2003,pl,2003,0,World
arrow,2015,pl,2015,0,World
axt-format,2004,textDataFormat,2004,0,United States
Browser Extensible Data Format,2004,textDataFormat,2004,0,United States
DUEL,1993,pl,1993,0,United States
EQS,1978,pl,1978,0,United States
EZ,1984,pl,1984,0,United States
Interleaved Notation,2022,pl,2022,0,New Zealand
OASIS,1994,pl,1994,0,Denmark
PAMELA,1992,pl,1992,0,The Netherlands
System V ABI,1983,binaryExecutable,1983,0,World
Titanium,1998,pl,1998,0,World
w,2019,pl,2019,0,World
Moby,1998,pl,1998,0,United States
algobox,2011,pl,2020,0,France
COMSOL Script,1998,pl,1998,0,United States
Nosica,2002,pl,2002,0,France
beagle,2019,pl,2022,0,World
BitC,2004,pl,2004,0,World
Boxx,2002,pl,2002,0,World
Hyper Basic,1985,pl,1985,0,World
MetaL,2001,pl,2001,0,World
Monesa,2002,pl,2002,0,World
Scieneer Common Lisp,2002,pl,2002,0,World
Smalltalk YX,2007,pl,2007,0,World
Tibbo BASIC,2000,pl,2000,0,World
TouchDevelop,2012,pl,2012,0,World
UJML,2000,pl,2000,0,World
WinDev,1993,pl,1993,0,World
Wlanguage,1992,pl,1992,0,World
XProfan,1990,pl,1990,0,World
Bigwig Programming Language,1998,pl,1998,0,World
Deesel,2005,pl,2005,0,World
Seph,2010,pl,2010,0,World
Simkin,1995,pl,1995,0,World
Timber,1999,pl,1999,0,World
Micro-PROLOG,1980,pl,1980,0,United Kingdom
Superx++,2001,pl,2007,0,World
CHAIN,1981,pl,1981,0,United Kingdom
Escapade,1977,pl,1977,0,Unknown
Izibasic,2004,pl,2004,0,United States
M,2008,pl,2008,0,United Kingdom
Mocklisp,1981,pl,1981,0,United States
Moonrock Basic Compiler,1994,pl,1994,0,Australia
Omikron BASIC,1985,pl,1985,0,Germany
PROC procedure language,1986,pl,1986,0,United States
Bon,1967,pl,1967,0,United States
Marmot,2000,pl,2000,0,United States
Portal langage,1978,pl,1978,0,Switzerland
PowerLanguage,1997,pl,1997,0,United States
HTTP/3,2018,protocol,2018,0,United States
MUSP,1960,pl,1960,0,United States
NGL,2001,pl,2001,0,Unknown
Klerer-May System,1964,pl,1964,0,United States
Legal Knowledge Interchange Format,2007,xmlFormat,2007,0,The Netherlands
OPL,1989,pl,1989,0,United Kingdom
iScript,2008,pl,2008,0,United States
SNOBOL4,1967,pl,1967,0,World
tsar,2019,pl,2022,0,World
RoyalScript,2016,pl,2017,0,United States
dreamlisp,2019,pl,2021,0,World
Tawa,2021,pl,2022,0,World
Sugi,2021,pl,2022,0,World
bag-format,2010,binaryDataFormat,2010,0,United States
calc,2013,plzoo,2013,0,Slovenia
clojars-pm,2009,packageManager,2022,0,New Zealand and United States
cocoapods-pm,2011,packageManager,2022,0,Various
cpan-pm,1995,packageManager,2022,0,Various
crates-pm,2014,packageManager,2022,0,Various
ctan-pm,1998,packageManager,2022,0,United States
darklang,2019,pl,2022,0,United States
dio,2020,pl,2020,0,World
enso,2011,pl,2011,0,United States
Extempore,2011,pl,2022,0,Unknown
goose,2018,pl,2018,0,World
grunt,2011,library,2022,0,Various
imp-lang,2019,pl,2019,0,United States
JMESPath,2013,pl,2022,0,United States
juttle,2014,pl,2014,0,World
kilo-lisp,2019,pl,2019,0,Germany
lasp,2015,pl,2022,0,Belgium
Leazy,1990,compiler,2022,0,United Kingdom
melpha-pm,2014,packageManager,2022,0,France and Switzerland and United States
PacmanConf,2019,configFormat,2019,0,Unknown
Omega,2019,pl,2019,0,United States
pgql,2016,pl,2022,0,United States
PickCode,2021,visual,2022,0,United States
PkgConfig,2000,configFormat,2000,0,United States
plink-bed-format,2007,binaryDataFormat,2007,0,Various
plumb,2014,pl,2014,0,Unknown
powershell-gallery-pm,2014,packageManager,2022,0,United States
PSeInt,2003,pl,2003,0,Argentina
robotc,2005,pl,2022,0,United States
rosie,2015,queryLanguage,2016,0,World
versioned-text-markup-language,1999,textMarkup,1999,0,World
ABEL,1979,pl,1979,0,World
BOLT,1981,pl,1981,0,United States
CCS,1999,pl,1999,0,United States
Chimera,1994,pl,1994,0,Italy and The Netherlands
Descartes,1983,pl,1983,0,United States
DINO,1990,pl,1990,0,United States
DLP,1992,pl,1992,0,United States
HScript,1996,pl,1996,0,Canada
Lila,2017,pl,2017,0,Belgium
Lorel,1996,queryLanguage,1996,0,United States
MDL,1992,pl,1992,0,Taiwan and United States
PAISley,1982,pl,1982,0,United States
Relational Data File,1965,queryLanguage,1965,0,World
RAISE Specification Language,1992,pl,1992,0,World
SCAN,1987,pl,1987,0,World
Statement List,1993,assembly,1993,0,World
Timeless Instruction Set (TL ISA),2022,isa,2022,0,Norway
UnQL,2000,queryLanguage,2000,0,World
WATFOR,1966,pl,1966,0,World
Wikitax,2002,wikiMarkup,2002,0,World
IT,1955,pl,1955,0,United States
SQHTML,2022,pl,2022,0,United States
Hedy,2020,pl,2020,0,World
Floral,2020,pl,2020,0,World
unlws,2010,notation,2010,0,World
WebStorm,2010,editor,2010,0,World
REC Studio,2010,decompiler,2010,0,World
thune,2014,pl,2014,0,World
BIPLAN,2017,pl,2017,0,Italy
bytecode-modeling-language,2008,bytecode,2008,0,France and Poland
coi-protocol,2019,protocol,2019,0,World
Datalisp,2020,pl,2020,0,World
Farcaster,2021,protocol,2021,0,World
iqr,1994,barCodeFormat,1994,0,United States
jedit-editor,1998,editor,1998,0,Various
lunar,2017,pl,2017,0,World
marten,1980,visual,1980,0,United States
Nova,2019,editor,2019,0,United States
PhpStorm,2011,editor,2011,0,Czech Republic
Plush,2017,pl,2017,0,Canada
resharper-editor,2004,editor,2004,0,Czechia
rider-editor,2017,editor,2017,0,Czechia
rsharp,2003,pl,2003,0,World
ruby-mine-editor,2008,editor,2008,0,World
scopes,2016,pl,2016,0,World
solaris-pm,2004,packageManager,2004,0,World
stx,1999,pl,1999,0,World
tetruss-app,1996,application,1996,0,World
unicon-adl,1996,pl,1996,0,World
Vortex,2020,pl,2020,0,World
aubit-4gl,2001,pl,2001,0,England and Wales
AUR,2015,packageManager,2015,0,World
bscript-interpreter,1999,interpreter,1999,0,World
BScript,1999,pl,1999,0,World
chicken-lang,2013,esolang,2013,0,World
cixl,2018,pl,2018,0,World
clickpath,2011,queryLanguage,2011,0,World
Coral,2017,pl,2017,0,United States
domino,1989,pl,1989,0,United States
frtime,2004,pl,2004,0,United States
hac,2007,pl,2007,0,United States
hsaml-format,2013,xmlFormat,2013,0,United Kingdom
Imandra Protocol Language,2017,pl,2017,0,United Kingdom
klisp,1958,pl,1958,0,Germany
kvsapi,2019,standard,2019,0,United States
Lanai,2016,isa,2016,0,World
lazarus-editor,2012,editor,2012,0,United States
listdown,2017,textMarkup,2017,0,World
Mascara,2009,pl,2009,0,Denmark
Multihash,2017,hashFunction,2017,0,Various
paperalgo,2014,notation,2014,0,Argentina
powerloom-knowledgeBase,1999,knowledgeBase,1999,0,United States
quicksight-app,2015,application,2015,0,United States
rlmeta,2018,grammarLanguage,2018,0,Sweden
sepi,2012,pl,2012,0,World
shade,2012,pl,2012,0,World
shml,2015,textMarkup,2015,0,World
SmartGameFormat,1987,pl,1987,0,World
SNBT,2011,pl,2011,0,World
tab,2015,pl,2015,0,World
tarot,2017,compiler,2017,0,World
teal,1987,pl,1987,0,World
underlay,2018,protocol,2018,0,World
Vim Scripts,2001,packageManager,2001,0,World
Visual Studio Marketplace,2015,packageManager,2015,0,World
yinyang,2013,pl,2013,0,World
Arturo,2019,pl,2019,0,World
BRL,1997,pl,1997,0,United States
business-rule-language,2012,pl,2012,0,World
bx,1990,pl,1990,0,United States
Cheri,2010,isa,2010,0,England
ctalk,2006,pl,2006,0,United States
dec64,2009,numeralSystem,2009,0,United States
gemini-protocol,2020,protocol,2020,0,Various
Gnome Basic,1999,pl,1999,0,United States
google-data-studio-app,2016,application,2016,0,United States
General purpose,2015,pl,2015,0,Germany
helium,2003,pl,2003,0,The Netherlands
holonforth,1989,pl,1997,0,Switzerland
JuliaHub Packages,2014,packageManager,2014,0,Various
MathWorks File Exchange,1997,packageManager,1997,0,United States
miso-framework,2016,framework,2016,0,United States
objective-modula-2,2009,pl,2009,0,Various
qbe,2015,pl,2015,0,Unknown
Radish,2022,pl,2022,0,United States
readable-lisp,2013,pl,2013,0,United States
redpanda-app,2009,application,2009,0,United States
rhoscript,2013,pl,2013,0,World
Restricted Python,2007,pl,2007,0,World
sharpscript,2019,pl,2022,0,World
sierra,2018,pl,2018,0,World
slim-pl,1999,pl,1999,0,World
smalltalkhub-pm,2011,packageManager,2011,0,World
Boston College Statistical Software Components,1996,packageManager,1996,0,World
tengo,2019,pl,2019,0,World
tinygo-compiler,2018,compiler,2022,0,World
Lambda Diagrams,2014,notation,2014,0,World
uml2-sp,2018,pl,2018,0,World
Wolfram Data Framework,2014,dataNotation,2014,0,World
atomo,2010,pl,2022,0,World
B3 IR,2016,ir,2016,0,World
blank,2018,esolang,2018,0,Poland
Blueprints,2014,visual,2014,0,United States
C^3,2009,pl,2009,0,World
c-smile,2002,pl,2002,0,Unknown
calc_var,2013,plzoo,2013,0,Slovenia
chaos-lang,2020,pl,2020,0,Various
Cobol.NET,2002,pl,2002,0,United States
coffeepp,2017,pl,2017,0,Germany
Conan Center,2016,packageManager,2016,0,United States
dart-pm,2011,packageManager,2011,0,United States
dfns,2014,pl,2014,0,United Kingdom
dss,2018,pl,2021,0,World
Elm Packages,2012,packageManager,2012,0,United States and France
emu,2019,pl,2019,0,United States
fmj,2003,pl,2003,0,United States
Genshi Text,2020,pl,2020,0,Sweden and Japan and United States and France and Germany and Switzerland
GNU Linear Programming Kit,2000,library,2000,0,United States
hackage-pm,2007,packageManager,2007,0,England
High-Level Virtual Machine,2009,vm,2009,0,United Kingdom
Kefir,2021,compiler,2021,0,Latvia
klong,2015,pl,2015,0,Germany
kogut,2004,pl,2004,0,Poland
koi,2010,pl,2010,0,Canada
lllpg,2012,library,2012,0,Canada
Maven Central Repository,2018,packageManager,2018,0,Various
minihaskell,2013,plzoo,2013,0,Slovenia
miniprolog,2013,plzoo,2013,0,Slovenia
mir,2015,ir,2015,0,United States
mlite,2004,pl,2004,0,Germany
Optimized Row Columnar,2016,binaryDataFormat,2016,0,United States
piccola,2002,pl,2002,0,Switzerland
Pursuit PureScript Package Repository,2014,packageManager,2014,0,Various
pyke,2008,knowledgeBase,2008,0,Australia and United States
Python Format Specification,2008,template,2008,0,United States
ra,2015,pl,2015,0,World
raco-pm,2012,packageManager,2012,0,Various
redscript,2013,pl,2021,0,World
retroforth,2000,pl,2004,0,United States
The Synthetic Biology Open Language,2010,xmlFormat,2022,0,World
sentient,2016,pl,2016,0,World
seph,2013,pl,2013,0,World
simit,2016,pl,2016,0,World
singular,1987,pl,1987,0,World
skookumscript,2004,pl,2022,0,World
socialite,2015,pl,2015,0,World
SOQL,2006,queryLanguage,2006,0,World
souffle,2019,pl,2019,0,World
soul,2000,queryLanguage,2000,0,World
squiggle,2015,pl,2015,0,World
sub,2013,plzoo,2013,0,World
tern,2019,pl,2019,0,World
terse,1986,assembly,1996,0,World
tetra,2017,pl,2017,0,World
texpr,2013,pl,2021,0,World
thorn,2014,pl,2016,0,World
tilton,2000,pl,2000,0,World
typedefs,2017,grammarLanguage,2022,0,World
Zoem,2005,pl,2005,0,World
AIR,2016,ir,2016,0,World
BUSH,2002,pl,2002,0,Canada
chirp,2008,visual,2008,0,United States
cloe,2018,pl,2018,0,World
comm,2013,plzoo,2013,0,Slovenia
CorelScript,1994,pl,1994,0,United States
crack,2011,pl,2011,0,Unknown
cran-pm,1993,packageManager,1993,0,Austria
Descript,2018,pl,2018,0,United States
D++,1999,pl,1999,0,United States
DRAGOON,1989,pl,1989,0,Italy
Emacs Lisp Package Archive,2016,packageManager,2016,0,United States
envoy-app,2017,application,2022,0,Various
flux-lang,2006,pl,2006,0,United States
forthnet-pm,2010,packageManager,2010,0,Germany
fox,2017,pl,2021,0,World
GSQL,2015,pl,2015,0,United States
Hex-Rays,2005,decompiler,2022,0,Belgium
JSGF,1998,pl,1998,0,United States
lambda,2013,plzoo,2013,0,Slovenia
levy,2013,plzoo,2013,0,Slovenia
loglo,2020,pl,2020,0,Canada
Maplesoft Application Center,2004,packageManager,2004,0,Canada
miniml,2013,plzoo,2013,0,Slovenia
New AWK,1993,pl,1993,0,United States
nimble-pm,2016,packageManager,2016,0,Various
oforth,2009,pl,2009,0,Germany
orca-lang,2014,pl,2014,0,Unknown
polly,2016,template,2016,0,Unknown
poly,2013,plzoo,2013,0,Slovenia
popcorn-linux,1994,os,2012,0,United States
PyPI,2015,packageManager,2015,0,Various
raptor,2015,visual,2015,0,United States
RQL,2017,pl,2017,0,World
ru,2015,pl,2021,0,World
shill,2014,pl,2014,0,World
Smithy,2016,pl,2016,0,World
SOSL,2006,queryLanguage,2006,0,World
spark-pm,2014,packageManager,2022,0,World
stringbean,2016,pl,2022,0,World
subscript,2012,pl,2012,0,World
Table Query Language,1997,queryLanguage,1997,0,World
toadskin,2003,esolang,2003,0,World
TWiki,1998,wikiMarkup,1998,0,World
ugnis,2017,pl,2017,0,World
Visual Logic,2005,visual,2022,0,World
woofjs,2016,pl,2016,0,World
xmpp-protocol,2003,protocol,2022,0,World
Xoc,2008,compiler,2008,0,World
zim-format,2009,binaryDataFormat,2022,0,World
angr,2015,decompiler,2022,0,United States
antha,2014,pl,2014,0,England
arend,2019,pl,2019,0,Czech Republic
Apache Arrow,2016,binaryDataFormat,2016,0,Various
Binary Ninja,2015,decompiler,2022,0,United States
bjou,2019,pl,2019,0,Unknown
charly,2017,pl,2017,0,Switzerland
circa,2012,pl,2020,0,United States
cleanlang,2017,pl,2017,0,India
cx,2015,pl,2021,0,Finland
edgeql,2017,queryLanguage,2017,0,United States
Elpi,2014,pl,2014,0,Unknown
eno,2018,pl,2018,0,Unknown
ForgeBox,2015,packageManager,2022,0,United States
Ghidra,2019,decompiler,2022,0,United States
glitch-editor,2017,editor,2022,0,United States
GNS,2018,protocol,2018,0,Germany
Header Dictionary Triples,2012,binaryDataFormat,2012,0,Spain
helena,2017,pl,2017,0,United States
hello,2015,pl,2015,0,World
Hilltop,2018,pl,2018,0,Israel
joker,2018,pl,2018,0,United States
kate-editor,2000,editor,2022,0,Germany
kima,2018,pl,2019,0,United Kingdom
l,2013,pl,2013,0,Unknown
min,2017,pl,2017,0,Italy
neovim-editor,2015,editor,2022,0,Various
neralie-format,2017,timeFormat,2017,0,Unknown
none,2015,pl,2015,0,Germany
Ordered graph data language,2002,textDataFormat,2002,0,Various
onex,2014,application,2014,0,United Kingdom
OpenSpice,2005,pl,2005,0,United Kingdom
par,2018,pl,2018,0,United States
pisc,2017,pl,2017,0,United States
plink-bim-format,2007,textDataFormat,2007,0,Various
plink-fam-format,2007,textDataFormat,2007,0,United States
potential,2010,pl,2010,0,United States
prodel,2014,pl,2014,0,Japan
sdf-format,2012,xmlFormat,2022,0,World
statebox,2008,visual,2022,0,World
syndicate,2016,pl,2022,0,World
Tea,2019,library,2019,0,World
Typst,2022,textMarkup,2022,0,Germany
urn,2017,pl,2022,0,World
C∀,2018,pl,2018,0,Canada and China
chartio-app,2010,application,2022,0,United States
chocolatey-pm,2011,packageManager,2022,0,United States
Clausal Language,1997,pl,1997,0,Slovakia
ctr,2017,pl,2018,0,Unknown
Dimensional Script,2012,notation,2022,0,China
Fawlty,2006,pl,2006,0,United States
goby,2017,pl,2017,0,Japan and Germany and United Kingdom and United States
Hex,2014,packageManager,2022,0,Poland and Sweden and United States
kayia,1999,pl,1999,0,Czech Republic
ki,2014,pl,2014,0,Italy
libsvm-format,2011,textDataFormat,2011,0,Taiwan
luarocks-pm,2007,packageManager,2022,0,United States and Australia and Brazil
mathematica-packagedata-pm,2015,packageManager,2022,0,Unknown
merd,2002,pl,2002,0,France
morfa,2015,pl,2015,0,Unknown
nectar,2016,pl,2016,0,Spain
np,2013,pl,2013,0,Germany
NU-Prolog,1988,pl,1988,0,Australia
panther-lang,2010,pl,2022,0,Various
paxScript,2011,pl,2011,0,United States
pliant,1999,pl,2001,0,France
plink-map-format,2007,textDataFormat,2007,0,United States
shakti,2019,pl,2022,0,World
skew,2015,pl,2015,0,United States
T3X,1995,pl,2022,0,World
tiddler,2004,pl,2022,0,World
Alma,1997,pl,1997,0,World
AlpHard,1996,pl,1996,0,World
BABEL,1990,pl,1990,0,Spain and Germany
COPE,1977,pl,1977,0,Australia
cT,1989,pl,1989,0,United States
EDUCE,1986,pl,1986,0,Germany
Friendly Enough Expression Language,2015,queryLanguage,2015,0,Germany
gnu-rtl,1987,ir,1987,0,United States
INQUIRE,1969,queryLanguage,1969,0,United States
Lighttpd configuration file,2003,configFormat,2003,0,Germany
MADCAP VI,1972,pl,1972,0,United States
McLeyvier Command Language,1982,pl,1982,0,United States
Modified Integration Digital Analog Simulator,1963,pl,1963,0,United States
O++,1989,pl,1989,0,United States
order,2003,pl,2003,0,United Kingdom
Perfectscript,1995,pl,1995,0,World
PO,2000,pl,2000,0,Italy
PROSPER,1989,pl,1989,0,Poland and United States
SBA,1977,pl,1977,0,World
School,1990,pl,1990,0,World
SNQL: A Social Network Query and Transformation Language,2011,queryLanguage,2011,0,World
Spill,1997,pl,1997,0,World
UnQL,2011,queryLanguage,2011,0,World
WebGPU Shading Language,2020,pl,2020,0,World
XE,1988,pl,1988,0,World
XQL,1998,queryLanguage,1998,0,Japan
Cish,2022,pl,2022,0,United States
SIMAN,1983,pl,1983,0,World
Zeta,2008,pl,2008,0,World
SNOBOL3,1996,pl,1996,0,World
Vienna Definition Language,1965,pl,1965,0,World
CDL,1995,pl,1995,0,Germany
FORTRAN 77,1977,pl,1977,0,United States
ACCENT,1990,pl,1990,0,World
Argos,1992,pl,1992,0,France
BridgeTalk,1987,pl,1987,0,United States
DDF,2016,dataNotation,2016,0,World
DEMETER,1995,pl,1995,0,United States
Dribble,2003,pl,2003,0,The Netherlands and United Kingdom
ETC,1971,pl,1971,0,United States
Fable,1983,pl,1983,0,United States
Generic Expression Language,2008,textMarkup,2008,0,United States
GLOSS,1971,pl,1971,0,United States
Herbrand,1995,pl,1995,0,World
JACL,1997,pl,1997,0,Germany
KB,1990,pl,1990,0,United States
LESK,1975,pl,1975,0,Canada
Lisp Object-Oriented Programming System,1983,pl,1983,0,United States
MENDEL,1985,pl,1985,0,Japan
nML,1991,pl,1991,0,Germany
Patchwork,1996,pl,1996,0,United States
PLAN2D,1976,pl,1976,0,Germany
Pluk,1995,pl,1995,0,The Netherlands
Prolog Pack,2012,packageManager,2012,0,The Netherlands
RLISP,1970,pl,1970,0,Former USSR or Russia
SCROLL,1970,pl,1970,0,World
sh,1971,pl,1971,0,World
Tick C,1997,pl,1997,0,World
Tiki Wiki Markup,2002,wikiMarkup,2002,0,World
